id;idAnalyse;distanceDebut;tpsDebut;tpsDebutCycles;nbCycles;tpsFinCycles;distanceFin;tpsFin
110;18;65,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
111;18;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
112;18;105,00;-1,00;-1,00;-1;-1,00;115,00;-1,00
113;18;115,00;-1,00;-1,00;-1;-1,00;125,00;-1,00
114;18;125,00;-1,00;-1,00;-1;-1,00;145,00;-1,00
115;18;155,00;-1,00;-1,00;-1;-1,00;165,00;-1,00
116;18;165,00;-1,00;-1,00;-1;-1,00;175,00;-1,00
117;18;175,00;-1,00;-1,00;-1;-1,00;195,00;-1,00
118;19;5,00;-1,00;6,56;1;8,12;15,00;8,12
119;19;15,00;8,12;8,12;6;14,95;25,00;14,95
120;19;25,00;14,95;14,95;12;28,89;45,00;28,89
139;23;5,00;-1,00;6,48;0;6,62;15,00;6,62
140;23;15,00;6,62;6,62;5;12,10;25,00;12,10
141;23;25,00;12,10;12,10;9;23,91;45,00;23,91
142;23;55,00;28,62;31,40;3;35,03;65,00;35,03
143;23;65,00;35,03;35,03;5;41,04;75,00;41,04
144;23;75,00;41,04;41,04;9;53,42;95,00;53,42
145;24;5,00;-1,00;-1,00;-1;-1,00;15,00;-1,00
146;24;15,00;-1,00;-1,00;-1;-1,00;25,00;-1,00
147;24;25,00;-1,00;-1,00;-1;-1,00;45,00;-1,00
148;24;55,00;-1,00;-1,00;-1;-1,00;65,00;-1,00
149;24;65,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
150;24;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
151;25;5,00;-1,00;6,99;0;7,53;15,00;7,53
152;25;15,00;7,53;7,53;5;13,15;25,00;13,15
153;25;25,00;13,15;13,15;10;25,05;45,00;25,05
154;25;55,00;29,21;32,71;3;35,99;65,00;35,99
155;25;65,00;35,99;35,99;5;41,79;75,00;41,79
156;25;75,00;41,79;41,79;10;53,89;95,00;53,89
157;26;5,00;-1,00;-1,00;-1;-1,00;15,00;-1,00
158;26;15,00;-1,00;-1,00;-1;-1,00;25,00;-1,00
159;26;25,00;-1,00;-1,00;-1;-1,00;45,00;-1,00
160;26;55,00;-1,00;-1,00;-1;-1,00;65,00;-1,00
161;26;65,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
162;26;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
163;27;5,00;-1,00;-1,00;-1;-1,00;15,00;-1,00
164;27;15,00;-1,00;-1,00;-1;-1,00;25,00;-1,00
165;27;25,00;-1,00;-1,00;-1;-1,00;45,00;-1,00
166;27;55,00;-1,00;-1,00;-1;-1,00;65,00;-1,00
167;27;65,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
168;27;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
169;28;5,00;-1,00;-1,00;-1;-1,00;15,00;-1,00
170;28;15,00;-1,00;-1,00;-1;-1,00;25,00;-1,00
171;28;25,00;-1,00;-1,00;-1;-1,00;45,00;-1,00
172;28;55,00;-1,00;-1,00;-1;-1,00;65,00;-1,00
173;28;65,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
174;28;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
187;31;5,00;-1,00;-1,00;-1;-1,00;15,00;-1,00
188;31;15,00;-1,00;-1,00;-1;-1,00;25,00;-1,00
189;31;25,00;-1,00;-1,00;-1;-1,00;45,00;-1,00
190;31;55,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
191;31;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
192;31;105,00;-1,00;-1,00;-1;-1,00;125,00;-1,00
193;31;125,00;-1,00;-1,00;-1;-1,00;145,00;-1,00
194;31;155,00;-1,00;-1,00;-1;-1,00;175,00;-1,00
195;31;175,00;-1,00;-1,00;-1;-1,00;195,00;-1,00
196;31;205,00;-1,00;-1,00;-1;-1,00;225,00;-1,00
197;31;225,00;-1,00;-1,00;-1;-1,00;245,00;-1,00
198;31;255,00;-1,00;-1,00;-1;-1,00;275,00;-1,00
199;31;275,00;-1,00;-1,00;-1;-1,00;295,00;-1,00
200;31;305,00;-1,00;-1,00;-1;-1,00;325,00;-1,00
201;31;325,00;-1,00;-1,00;-1;-1,00;345,00;-1,00
202;31;355,00;-1,00;-1,00;-1;-1,00;375,00;-1,00
203;31;375,00;-1,00;-1,00;-1;-1,00;395,00;-1,00
204;32;5,00;-1,00;-1,00;-1;-1,00;15,00;-1,00
205;32;15,00;-1,00;-1,00;-1;-1,00;25,00;-1,00
206;32;25,00;-1,00;-1,00;-1;-1,00;45,00;-1,00
207;32;55,00;-1,00;-1,00;-1;-1,00;65,00;-1,00
208;32;65,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
209;32;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
210;32;105,00;-1,00;-1,00;-1;-1,00;115,00;-1,00
211;32;115,00;-1,00;-1,00;-1;-1,00;125,00;-1,00
212;32;125,00;-1,00;-1,00;-1;-1,00;145,00;-1,00
213;32;155,00;-1,00;-1,00;-1;-1,00;165,00;-1,00
214;32;165,00;-1,00;-1,00;-1;-1,00;175,00;-1,00
215;32;175,00;-1,00;-1,00;-1;-1,00;195,00;-1,00
216;33;5,00;-1,00;-1,00;-1;-1,00;15,00;-1,00
217;33;15,00;-1,00;-1,00;-1;-1,00;25,00;-1,00
218;33;25,00;-1,00;-1,00;-1;-1,00;45,00;-1,00
219;33;55,00;-1,00;-1,00;-1;-1,00;65,00;-1,00
220;33;65,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
221;33;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
222;33;105,00;-1,00;-1,00;-1;-1,00;115,00;-1,00
223;33;115,00;-1,00;-1,00;-1;-1,00;125,00;-1,00
224;33;125,00;-1,00;-1,00;-1;-1,00;145,00;-1,00
225;33;155,00;-1,00;-1,00;-1;-1,00;165,00;-1,00
226;33;165,00;-1,00;-1,00;-1;-1,00;175,00;-1,00
227;33;175,00;-1,00;-1,00;-1;-1,00;195,00;-1,00
228;34;5,00;-1,00;-1,00;-1;-1,00;15,00;-1,00
229;34;15,00;-1,00;-1,00;-1;-1,00;25,00;-1,00
230;34;25,00;-1,00;-1,00;-1;-1,00;45,00;-1,00
231;34;55,00;-1,00;-1,00;-1;-1,00;65,00;-1,00
232;34;65,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
233;34;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
234;34;105,00;-1,00;-1,00;-1;-1,00;115,00;-1,00
235;34;115,00;-1,00;-1,00;-1;-1,00;125,00;-1,00
236;34;125,00;-1,00;-1,00;-1;-1,00;145,00;-1,00
237;34;155,00;-1,00;-1,00;-1;-1,00;165,00;-1,00
238;34;165,00;-1,00;-1,00;-1;-1,00;175,00;-1,00
239;34;175,00;-1,00;-1,00;-1;-1,00;195,00;-1,00
240;35;5,00;-1,00;-1,00;-1;-1,00;15,00;-1,00
241;35;15,00;-1,00;-1,00;-1;-1,00;25,00;-1,00
242;35;25,00;-1,00;-1,00;-1;-1,00;45,00;-1,00
243;35;55,00;-1,00;-1,00;-1;-1,00;65,00;-1,00
244;35;65,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
245;35;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
246;35;105,00;-1,00;-1,00;-1;-1,00;115,00;-1,00
247;35;115,00;-1,00;-1,00;-1;-1,00;125,00;-1,00
248;35;125,00;-1,00;-1,00;-1;-1,00;145,00;-1,00
249;35;155,00;-1,00;-1,00;-1;-1,00;165,00;-1,00
250;35;165,00;-1,00;-1,00;-1;-1,00;175,00;-1,00
251;35;175,00;-1,00;-1,00;-1;-1,00;195,00;-1,00
252;36;5,00;-1,00;-1,00;-1;-1,00;15,00;-1,00
253;36;15,00;-1,00;-1,00;-1;-1,00;25,00;-1,00
254;36;25,00;-1,00;-1,00;-1;-1,00;45,00;-1,00
255;36;55,00;-1,00;-1,00;-1;-1,00;65,00;-1,00
256;36;65,00;-1,00;-1,00;-1;-1,00;75,00;-1,00
257;36;75,00;-1,00;-1,00;-1;-1,00;95,00;-1,00
258;36;105,00;-1,00;-1,00;-1;-1,00;115,00;-1,00
259;36;115,00;-1,00;-1,00;-1;-1,00;125,00;-1,00
260;36;125,00;-1,00;-1,00;-1;-1,00;145,00;-1,00
261;36;155,00;-1,00;-1,00;-1;-1,00;165,00;-1,00
262;36;165,00;-1,00;-1,00;-1;-1,00;175,00;-1,00
263;36;175,00;-1,00;-1,00;-1;-1,00;195,00;-1,00
264;37;5,00;-1,00;5,60;1;6,24;15,00;6,24
265;37;15,00;6,24;6,24;5;11,48;25,00;11,48
266;37;25,00;11,48;11,48;10;22,32;45,00;22,32
267;38;5,00;-1,00;4,80;1;5,50;15,00;5,50
268;38;15,00;5,50;5,50;5;10,10;25,00;10,10
269;38;25,00;10,10;10,10;9;19,78;45,00;19,78
270;39;5,00;-1,00;5,53;1;6,11;15,00;6,11
271;39;15,00;6,11;6,11;5;11,32;25,00;11,32
272;39;25,00;11,32;11,32;11;22,12;45,00;22,12
273;40;5,00;-1,00;5,07;1;5,50;15,00;5,50
274;40;15,00;5,50;5,50;5;10,05;25,00;10,05
275;40;25,00;10,05;10,05;10;19,68;45,00;19,68
276;41;5,00;-1,00;5,39;1;6,00;15,00;6,00
277;41;15,00;6,00;6,00;6;11,06;25,00;11,06
278;41;25,00;11,06;11,06;12;21,61;45,00;21,61
279;42;5,00;-1,00;5,45;1;5,89;15,00;5,89
280;42;15,00;5,89;5,89;6;10,97;25,00;10,97
281;42;25,00;10,97;10,97;12;21,63;45,00;21,63
282;43;5,00;-1,00;5,75;0;6,05;15,00;6,05
283;43;15,00;6,05;6,05;4;11,26;25,00;11,26
284;43;25,00;11,26;11,26;7;21,85;45,00;21,85
285;43;55,00;26,43;28,35;3;32,59;65,00;32,59
286;43;65,00;32,59;32,59;4;37,83;75,00;37,83
287;43;75,00;37,83;37,83;7;48,80;95,00;48,80
288;43;105,00;53,33;55,38;3;59,61;115,00;59,61
289;43;115,00;59,61;59,61;4;65,15;125,00;65,15
290;43;125,00;65,15;65,15;8;76,77;145,00;76,77
291;43;155,00;81,43;83,47;3;87,81;165,00;87,81
292;43;165,00;87,81;87,81;4;93,37;175,00;93,37
293;43;175,00;93,37;93,37;9;105,18;195,00;105,18
294;44;5,00;-1,00;5,67;0;5,97;15,00;5,97
295;44;15,00;5,97;5,97;4;11,17;25,00;11,17
296;44;25,00;11,17;11,17;7;21,98;45,00;21,98
297;44;55,00;26,30;28,64;3;32,68;65,00;32,68
298;44;65,00;32,68;32,68;4;38,03;75,00;38,03
299;44;75,00;38,03;38,03;7;49,07;95,00;49,07
300;44;105,00;53,67;55,73;3;59,99;115,00;59,99
301;44;115,00;59,99;59,99;4;65,57;125,00;65,57
302;44;125,00;65,57;65,57;8;76,91;145,00;76,91
303;44;155,00;81,56;84,04;3;88,01;165,00;88,01
304;44;165,00;88,01;88,01;4;93,62;175,00;93,62
305;44;175,00;93,62;93,62;9;105,31;195,00;105,31
